living area,number of floors,Built Year,Price,bedrooms,bathrooms
1660,2.0,2002,270000,3,2.5
1920,2.0,2005,266950,3,2.5
1120,1.0,1957,266000,3,1.5
1780,1.0,1957,261000,3,1.0
2150,2.0,2006,260000,4,2.5
890,1.0,1951,250000,2,1.0
1860,1.0,1977,250000,4,1.75
1630,1.5,1943,249000,4,1.75
1260,1.0,1985,245000,3,1.75
1350,1.0,1959,240000,3,1.0
1270,1.5,1917,235000,2,1.0
2160,1.0,1978,228950,4,3.0
780,1.0,1939,221900,2,1.0
1540,2.0,2007,216650,3,3.5
1480,2.0,2007,216650,3,3.5
1180,1.0,1944,194000,3,1.0
860,1.0,1953,187000,2,1.0
1800,2.0,1996,180500,3,2.5
4280,2.0,1947,1900000,4,2.75
3440,3.0,2014,1290000,4,3.5
3830,2.0,2014,989990,4,3.5
2710,1.0,1953,951250,5,3.0
2890,3.0,2014,930000,3,2.25
3670,1.0,1979,920000,3,1.75
1560,1.0,1952,915000,3,1.0
4020,1.0,1968,900000,8,4.0
3400,1.0,1980,865000,4,3.25
2620,2.0,1977,850000,3,3.5
2150,2.0,1926,810000,4,1.0
2610,1.0,1941,780000,3,2.0
1660,1.5,1929,780000,5,2.5
4310,2.0,2008,780000,6,4.25
2740,1.0,1937,779000,4,1.5
3170,2.0,1979,777000,4,2.5
1890,1.5,1906,775000,4,1.75
2040,1.0,1959,749000,4,2.0
1940,1.5,1915,728000,3,1.5
2750,1.0,1966,710000,4,3.0
2240,2.0,1977,700000,3,1.5
2830,2.0,1998,680000,4,2.5
1180,1.5,1926,630500,3,1.0
1920,2.0,1979,625000,4,2.25
2470,1.0,1978,618000,4,2.25
2130,1.5,1919,610000,4,2.0
2240,2.0,1991,590000,4,2.5
1440,1.5,1910,567500,3,1.0
2040,1.0,1962,561750,5,1.75
2230,1.0,1957,556000,4,2.5
2160,1.0,1950,550000,5,2.75
2410,2.0,1936,550000,4,1.75
2620,2.0,2007,535000,5,2.75
2160,1.0,1960,530000,3,2.25
2440,2.0,1987,530000,3,2.75
1520,1.0,1956,522500,3,1.0
1760,1.0,1964,500000,2,1.5
1460,1.0,1972,495000,3,2.0
2040,1.0,1917,495000,4,1.75
1910,1.0,1910,493000,4,2.0
3110,2.0,1995,485000,4,3.0
1830,1.0,1963,470000,3,2.25
780,1.0,1928,464050,2,1.0
1370,3.0,2005,460000,3,3.25
2260,1.0,1978,459000,4,1.75
1160,1.0,1941,458500,2,1.75
1360,1.5,1910,450000,3,1.0
1180,1.0,1939,435000,3,1.0
1180,2.0,2008,419000,2,2.25
2380,2.0,1995,413000,4,3.5
1430,1.0,1934,403250,2,1.5
2650,2.0,2014,398651,4,2.5
1530,1.0,1981,381800,4,2.0
1200,1.0,1937,375000,3,1.0
2490,2.0,1995,370000,3,2.5
2110,1.0,1959,369000,3,1.5
2180,1.0,1962,363500,4,1.75
2260,2.0,2014,359950,4,2.75
2344,1.0,1976,355000,5,2.5
1440,1.5,1969,355000,4,1.0
710,1.0,1950,345000,3,1.75
1160,1.0,1949,345000,2,1.0
1230,1.0,1961,343000,2,1.0
2140,1.0,1948,340000,3,1.75
770,1.0,1910,315000,1,0.75
1000,1.0,1947,311300,2,1.0
670,1.0,1920,310000,1,1.0
1120,3.0,2011,310000,1,1.5
800,2.0,2006,305000,2,1.5
1120,2.0,2012,305000,2,1.75
2040,1.0,1963,287000,5,1.5
1780,1.0,1956,285000,3,1.5
2434,2.0,2007,285000,4,2.5
1960,1.0,1972,275000,4,2.0
1170,2.0,2007,275000,3,1.5
2040,1.0,1978,272000,4,2.25
2100,2.0,1979,270000,3,2.25
1584,2.0,2012,261000,3,2.25
1610,2.0,2005,249900,3,2.5
1440,1.0,1983,246000,3,2.25
2170,1.0,1980,242050,3,2.5
1420,1.0,1942,240000,4,1.75
1100,1.0,1991,240000,3,2.0
2240,2.0,1990,238000,5,2.25
1270,1.0,1949,235000,3,1.0
910,1.0,2003,200000,2,1.75
1440,1.0,1943,199000,4,2.0
950,1.0,1946,193500,2,1.0
1530,1.0,1992,154000,3,3.0
840,1.0,1925,150000,2,1.0
4010,2.0,2007,1740000,4,3.5
2950,1.0,1942,1550000,2,2.25
4200,2.0,1996,1460000,4,3.5
3590,2.0,2012,1100000,4,2.75
4200,2.0,1990,1080000,4,2.5
4320,2.0,2005,1040000,4,3.5
1620,1.5,1920,842000,3,1.0
1240,1.0,1915,825000,2,1.0
2980,1.5,1990,820000,3,2.5
2010,1.0,1950,800000,4,2.25
1500,1.5,1905,782000,4,1.75
3720,1.0,2007,780000,4,3.5
2680,1.0,2002,779950,2,2.5
3180,2.0,1920,775000,4,4.0
2870,2.0,2014,760369,5,2.5
1390,1.0,1951,745000,3,1.0
2380,2.0,1946,735000,4,1.75
1800,1.0,1970,680000,3,2.5
2840,1.5,1948,640000,6,2.0
2080,1.0,2000,610000,3,2.5
2310,2.0,2005,600000,4,2.5
2090,1.0,1966,600000,4,2.5
2610,2.0,2004,575000,3,2.5
1100,1.0,1941,570000,2,1.0
2280,2.0,2003,570000,4,2.5
2100,1.0,1947,522500,4,1.75
1290,1.0,1950,521450,3,2.0
3590,2.0,1997,515000,4,3.0
1530,1.0,1972,500000,3,1.75
1120,1.0,1923,500000,2,1.0
1100,1.0,1908,474000,2,1.0
1190,3.0,2008,469000,3,2.5
2500,1.0,1979,467000,5,2.25
1920,1.0,1961,465000,3,2.25
3150,1.0,1970,450000,3,1.75
1570,2.0,1991,447450,3,2.25
2410,1.0,1958,446800,4,2.0
1690,2.0,2002,442500,3,2.5
2440,1.0,1996,431000,3,2.5
2000,1.0,1978,423500,3,2.0
1360,2.0,1986,419500,3,2.5
1500,1.0,1984,418000,3,1.75
1900,1.0,1978,405000,3,1.75
2320,1.5,1921,400000,4,1.0
2310,2.0,1989,395000,3,2.5
1780,1.5,1948,395000,4,2.0
1040,1.0,1961,390000,3,1.0
1000,1.0,1985,352500,3,1.0
2500,2.0,2008,350000,4,2.75
2040,2.0,2004,345000,4,2.5
1420,1.0,1966,324450,3,2.0
1970,2.0,2005,320000,4,2.5
1770,1.0,1948,315000,3,2.0
3140,1.0,1960,310000,4,2.5
1275,1.0,1991,309600,4,1.75
1990,2.0,2005,309000,3,2.5
2610,1.5,1940,294950,4,2.0
1710,1.0,1976,280000,4,2.0
1380,1.0,1987,265000,3,2.25
1340,1.0,1981,265000,3,2.5
2930,2.0,2002,257000,5,2.75
1820,1.0,1987,247000,3,1.75
1070,1.0,1932,245000,2,2.0
800,1.0,1944,225000,2,1.0
1360,1.0,1984,223000,3,1.75
1260,1.0,1998,216000,3,2.0
1280,2.0,1983,215000,3,1.5
1760,1.0,1947,215000,3,2.0
1700,1.0,1967,210000,3,1.0
1120,1.0,1943,202500,3,1.0
1370,2.0,1987,190000,2,2.5
1260,1.0,1943,190000,3,1.0
960,1.0,1951,175000,2,1.0
730,1.0,1928,114000,2,1.0
3680,2.0,1925,1850000,5,3.25
2240,1.0,1945,1010000,3,2.5
2980,2.5,2006,690000,4,3.5
2500,1.0,1968,530000,5,2.75
3620,2.0,2004,394000,5,3.25
1450,2.0,1972,245000,3,2.0
2930,2.0,1995,549950,3,1.75
2730,1.0,1989,542500,5,3.5
1470,2.0,2003,380000,3,2.0
2130,1.0,1999,338500,3,1.75
8010,2.0,1999,5110000,5,5.25
7710,3.5,1904,3300000,8,4.0
3560,1.0,1977,1280000,4,2.5
3090,2.0,2000,1110000,5,3.5
2120,2.0,1939,1000000,5,4.5
3830,2.0,2014,955990,5,3.25
3420,2.0,1939,908800,3,3.0
1190,1.5,1945,900000,4,2.0
4370,2.0,1984,897500,4,3.0
2820,2.0,2014,897000,4,2.5
1540,2.0,1900,850000,3,2.0
3430,2.0,1998,813000,4,2.5
2430,1.5,1924,780000,3,1.75
2260,1.0,1974,778000,3,2.25
1220,1.0,1954,765000,3,1.0
4040,2.0,2000,765000,4,2.5
3010,2.0,2004,724950,4,3.5
1300,1.0,1959,700000,2,1.0
1800,2.0,1985,670000,3,2.5
2380,1.0,1957,655500,4,2.75
3420,2.0,2002,640000,4,2.5
1610,2.0,1946,630000,4,2.0
2520,2.0,1977,610000,5,2.25
2620,2.0,2002,597500,3,2.5
1430,1.5,1930,574500,4,1.5
1790,1.5,1912,570000,2,1.0
2170,1.0,1974,562000,4,2.25
2600,1.0,1978,555000,4,2.75
2550,2.0,1998,543500,4,2.5
2620,2.0,1961,539000,7,2.25
1880,1.5,1987,530000,3,2.25
2900,2.0,2013,527000,4,2.5
1250,1.0,1923,511000,2,1.0
2080,1.0,1964,500000,4,2.25
1160,1.0,1913,500000,4,1.0
2100,2.0,1999,470000,3,2.5
1280,2.0,2000,470000,3,3.5
1350,1.0,1954,450000,3,1.0
2000,1.0,1946,443950,3,1.75
2410,1.0,1978,432000,4,1.75
1430,1.0,1962,429950,3,1.75
3680,2.0,1981,425000,4,2.25
1050,1.0,1950,420000,3,1.5
1940,2.0,1997,420000,4,2.5
1500,2.0,1926,415000,3,1.0
2200,1.0,1918,414950,4,1.75
1040,1.0,1958,411100,3,1.5
2220,1.0,1983,410000,4,2.75
960,1.0,1943,405000,3,1.0
1140,2.0,1999,399950,2,2.25
1680,2.0,2008,394000,3,2.5
2250,2.0,1995,390000,3,2.5
2360,1.0,1955,385000,4,1.75
2610,1.0,1981,378000,3,1.75
1140,3.0,2007,375000,3,2.25
1240,2.0,2008,374950,2,2.25
2330,1.0,1961,362500,5,2.0
2170,2.0,2014,359800,5,2.5
1200,1.0,1970,355000,3,1.0
1430,2.0,2010,355000,3,2.25
1630,2.0,1986,350000,3,2.5
2130,1.0,1956,350000,3,1.75
2220,2.0,2014,349990,4,2.5
2441,2.0,2007,340000,4,2.5
2470,2.0,2005,337000,4,2.5
1700,1.0,1961,334950,4,1.75
1710,1.0,1987,332544,2,1.75
1290,1.5,1961,321000,3,1.0
2223,2.0,2010,320000,4,2.5
1350,1.0,1953,314000,3,1.75
1330,1.5,1903,310000,3,1.0
1310,1.5,1929,307000,5,1.5
3080,1.0,1985,300000,6,2.5
1830,1.0,1948,295000,3,2.0
1610,1.0,1968,277000,3,2.25
1600,1.0,1963,267500,3,1.5
750,1.0,1916,260000,2,1.0
1480,1.0,1980,250000,3,1.75
1510,1.5,1920,250000,4,1.75
870,1.0,1960,240000,2,1.0
870,1.0,1942,230000,2,1.0
960,1.0,1953,200000,3,1.0
470,1.0,1924,192500,1,1.0
1200,1.0,1961,190000,3,1.0
4500,2.0,2009,1830000,4,4.25
4170,2.0,2008,1450000,5,3.5
2130,1.5,1955,1340000,4,3.75
2470,1.0,1960,1210000,4,2.75
3180,2.0,1986,1200000,4,2.5
4220,2.0,2004,1170000,5,3.75
4300,2.0,1987,1130000,4,3.5
2810,2.0,1910,999000,5,3.5
4110,2.0,1995,935000,4,3.25
3070,2.0,2011,825000,5,3.0
2760,2.0,1993,799500,4,2.5
2849,2.0,2001,798000,3,2.5
2170,2.0,1997,767250,4,3.0
1980,3.0,1993,736000,3,2.5
2540,1.5,1925,696500,4,2.75
2080,1.0,1940,689000,3,2.5
3310,2.0,1998,680000,4,2.75
2320,1.0,1978,675000,3,2.5
3470,2.0,2005,672500,4,2.5
1910,1.0,1908,650000,5,2.0
2600,2.0,2004,641000,4,2.5
2360,1.0,1973,600000,4,2.5
2210,1.0,1951,590000,3,2.25
1130,1.0,2006,565000,2,1.75
1930,1.0,2003,542000,2,2.0
1380,3.0,2008,527500,3,2.5
3290,2.0,1988,515000,3,2.75
2519,2.0,1973,505000,3,1.75
1070,1.0,1930,500000,3,1.0
2680,2.0,2004,499000,4,2.5
1770,1.0,1968,495000,3,1.75
1160,2.0,2006,495000,2,2.25
950,1.0,1925,490000,2,1.0
1465,2.0,2006,489000,2,2.75
1700,2.0,2005,472500,2,2.25
2200,1.0,1979,460000,4,2.75
1780,2.0,1995,459000,3,2.5
1700,1.0,1955,455000,3,1.75
2580,2.0,1998,449500,4,3.0
1710,2.0,2004,445000,3,3.25
990,1.5,1917,442000,2,1.0
2030,1.0,1979,440000,4,2.75
1530,1.0,1959,418000,3,1.75
2200,2.0,1990,410000,4,2.25
1230,1.0,1924,410000,3,1.0
1450,2.0,2007,395000,3,3.5
1170,2.0,2001,387000,2,2.5
2990,2.0,2003,375000,4,2.5
2150,2.0,1991,371000,3,2.5
1530,1.0,1978,370000,3,1.75
1400,3.0,2006,367000,3,2.25
1320,1.0,1918,366000,3,2.5
1570,2.0,2006,346500,3,3.25
2180,2.0,2000,339995,4,2.5
1660,1.0,1948,320000,4,1.75
1680,1.0,1952,315000,3,1.75
890,1.0,1943,314963,2,1.0
2150,2.0,1990,300499,4,2.5
770,1.0,1943,290000,2,1.0
1090,1.0,1947,289950,3,1.0
1150,1.0,1971,287000,3,1.5
1260,1.0,1947,280000,3,1.0
1410,1.0,1953,275000,3,1.5
2080,1.5,2003,267500,3,2.25
1740,1.0,1998,266500,3,2.25
1820,1.0,1966,265000,3,1.75
1660,1.0,1977,263000,3,1.75
1770,2.0,2009,255500,3,2.5
2600,1.0,1959,250000,4,2.0
1280,1.0,1959,249000,4,2.0
1910,1.5,1922,247200,3,1.5
1290,1.0,1957,240000,3,1.5
1990,1.0,1946,234550,3,1.0
1100,1.0,1981,229900,3,1.75
1800,1.0,1969,225000,4,2.25
1460,1.0,1968,225000,3,2.0
1370,1.0,1945,225000,3,1.75
1240,1.0,1967,222000,3,1.75
1120,1.0,1948,216180,2,1.0
1580,2.0,1990,213550,3,2.5
1390,1.0,1987,206600,3,2.0
1210,1.0,1958,200000,3,1.5
1040,1.0,1962,198400,3,1.0
1140,1.0,1969,195000,3,1.75
1280,2.0,1985,187000,3,1.5
1130,1.5,1929,182200,4,1.0
1150,1.0,1958,180000,2,1.0
840,1.0,1951,130000,2,1.0
700,1.0,1951,119900,2,1.0
670,1.0,1978,118000,1,1.0
3070,2.0,1962,1500000,4,3.25
4230,2.0,2008,1400000,5,4.25
1850,1.0,1953,1380000,3,1.5
2960,1.0,1959,1250000,5,2.75
2960,1.0,1949,1160000,4,2.5
3850,2.0,1995,1060000,4,3.5
3400,2.0,1983,970000,3,2.25
3400,2.0,2008,970000,5,3.5
3170,2.5,1989,910000,4,2.5
3450,2.0,1994,850000,4,3.25
3160,1.5,1933,845000,4,2.75
2500,1.0,1966,840000,5,1.75
2760,2.0,1991,830000,3,2.5
2040,2.0,1903,825000,4,1.5
3620,2.5,2003,825000,4,3.5
2780,2.0,2000,775000,3,2.5
3020,2.0,1989,755000,3,2.25
3370,2.0,2001,730000,4,3.5
2420,1.5,1900,700000,4,1.75
2320,2.0,1993,685000,3,2.5
2340,2.0,1918,677500,5,1.0
1930,1.5,1914,650000,4,2.0
2220,2.0,1989,625000,4,2.25
1180,1.5,1907,610000,3,1.0
1740,2.0,2012,601000,3,2.5
1800,2.0,1925,575000,3,2.0
2280,1.0,1949,571000,5,1.75
1490,1.5,1915,570000,4,3.0
3420,2.0,1989,570000,4,2.5
2520,1.0,1977,560000,4,2.5
1550,3.0,2004,550000,3,2.5
1710,1.0,1981,525000,3,1.75
1420,1.0,1941,490000,2,1.0
2580,1.5,1990,481000,3,2.0
1530,1.0,1946,458950,2,1.0
2150,1.0,1977,458000,3,2.25
2230,2.0,1968,449000,4,2.25
1980,2.0,1998,449000,4,2.5
860,1.0,1948,442000,2,1.75
1760,1.0,1976,440000,3,2.25
2060,2.0,1975,439000,4,2.25
960,1.0,1955,420000,2,1.0
2670,2.0,2014,408000,3,2.75
1470,1.0,1987,400000,3,1.75
1890,1.5,1950,398000,3,1.75
1400,1.0,1916,395000,2,1.75
1410,1.0,1967,383000,3,1.75
1610,3.0,2002,380000,3,2.5
1270,1.0,1977,379950,3,1.0
2160,2.0,1992,360000,4,2.5
2050,2.0,1992,360000,4,2.5
1660,1.0,1963,360000,3,1.0
760,1.0,1931,352000,2,0.75
2550,2.0,2001,340000,4,2.5
2588,2.0,2008,335000,3,2.5
1820,1.0,1997,320000,4,3.0
2020,1.5,1926,317000,3,2.0
3130,2.0,1987,310000,3,3.25
1180,1.5,1956,310000,3,1.0
1640,1.0,1952,303100,3,1.5
3320,1.0,1963,302000,4,3.0
2090,2.0,1989,299500,3,2.5
1330,1.0,1974,295000,3,2.25
1160,1.0,1968,294950,3,1.0
1740,1.0,1957,294950,4,2.25
1358,3.0,2007,280000,3,2.25
1560,1.0,1967,270000,3,2.0
1720,2.0,1993,265000,3,2.5
1290,1.0,1954,265000,3,1.5
1030,1.0,1947,260000,3,2.0
1640,1.0,1963,242000,3,1.5
1070,1.5,1995,241000,2,1.75
1070,1.0,1952,239300,3,1.0
1500,1.0,1947,235000,2,1.0
2150,1.0,1976,229950,4,2.5
1320,2.0,2005,221000,3,2.5
1240,1.0,1966,215000,3,1.5
770,1.0,1942,205000,3,0.75
780,1.0,1945,200000,2,0.75
940,1.0,1954,163500,3,1.0
3910,1.0,1960,1560000,5,3.0
4150,2.0,2003,1180000,4,3.5
2490,1.0,1961,1160000,3,2.5
3430,1.5,1979,960000,4,2.5
3720,2.0,1988,899000,4,2.5
2650,1.0,1977,898000,3,2.25
3850,2.0,2000,820000,3,3.0
2540,2.0,1998,800000,4,3.75
3030,2.0,1976,790000,5,3.25
2910,1.0,1972,788000,5,2.25
3690,2.0,1996,780000,4,2.5
2690,2.0,1948,775000,3,3.5
2020,2.0,1981,744000,3,2.5
2770,2.0,1982,675000,3,2.25
1870,1.0,1974,664000,4,2.5
2770,2.0,2001,650000,4,2.5
1340,1.5,1927,621000,3,1.0
990,1.0,1909,620000,2,1.0
1630,1.5,1932,574800,3,1.5
1570,2.0,2007,570000,3,3.25
1360,1.5,1900,560000,4,1.0
1740,2.0,1974,539000,3,1.5
1840,1.0,1908,521000,3,2.0
2030,2.0,1984,520000,3,2.25
2180,2.0,1994,515700,3,2.5
1440,1.0,1987,515000,3,2.5
2990,1.0,1974,510000,4,2.0
1450,3.0,2000,497000,3,2.25
1650,2.0,2000,485000,3,2.5
2250,2.0,1998,476500,4,2.5
1320,1.0,1947,467000,2,1.5
850,1.0,1924,447000,2,1.0
1240,1.5,1925,436000,2,1.0
870,1.0,1950,435000,2,1.0
1820,1.0,1952,423000,3,1.75
1560,1.5,1962,422500,3,1.75
1680,1.0,2007,412500,3,2.0
1150,1.0,1954,410500,3,1.0
1270,1.5,1903,402500,4,1.0
2450,1.0,1989,399950,3,1.75
3004,2.0,2006,398000,5,2.5
1620,2.0,1924,385000,4,2.5
2120,2.0,1978,385000,4,3.0
1330,1.0,1924,385000,3,0.75
2430,2.0,1986,384200,3,2.5
1500,1.0,1972,379000,3,2.5
1820,1.0,1956,378950,4,2.0
2643,2.0,2012,376950,4,2.5
1330,2.0,2014,372000,3,2.0
830,1.0,1942,350000,2,1.0
1980,2.0,2004,335000,4,2.5
1620,1.5,1905,327000,4,1.0
1660,1.0,1951,315000,3,1.75
1940,2.0,1979,315000,1,2.25
2610,1.0,1918,310000,3,2.0
1590,2.0,2001,310000,3,2.25
1800,2.0,2001,300000,3,2.5
1730,1.0,1985,300000,3,2.25
2070,2.0,2003,289950,3,2.5
1680,2.0,1987,286000,3,2.5
1850,2.0,1996,280017,3,2.5
790,1.0,1918,248000,1,1.0
1240,1.0,1987,240000,3,1.75
1710,1.0,1975,234000,4,2.0
1160,2.0,2007,230000,3,2.0
940,1.0,1955,219950,2,1.0
1160,1.0,1970,210000,3,1.5
1690,1.5,1967,207000,4,2.0
970,1.0,1904,204995,2,1.0
1660,1.5,1915,201000,5,1.75
1200,1.0,1961,178500,3,1.0
1720,1.0,1978,169000,3,1.75
1120,1.0,1988,166000,1,1.0
1280,1.0,1973,165000,3,1.5
1530,2.0,1977,164000,4,1.0
3500,2.0,1996,1380000,4,3.5
3690,1.0,1967,1130000,5,3.0
3570,2.0,2006,942500,4,3.25
5100,2.0,2001,936000,7,3.75
2340,1.0,1953,880000,4,2.5
2010,2.0,1951,775000,3,2.0
3500,2.0,2004,775000,4,2.75
2110,1.5,1927,725000,3,2.0
2830,1.0,1954,713414,3,2.5
3130,1.0,1978,675000,4,2.5
2780,1.5,1919,675000,4,3.0
2620,2.0,1984,650000,4,2.5
1494,3.0,2011,650000,3,3.5
2780,2.0,2001,645000,4,2.5
2020,1.0,1956,640000,5,1.75
3700,1.0,1973,590000,4,2.5
3090,2.0,1990,567500,3,2.5
4320,1.0,1967,565000,5,2.5
1870,3.0,2007,565000,3,2.5
2850,2.0,1991,540000,4,2.25
1850,1.0,1929,538000,2,1.75
1550,1.5,1918,525000,3,1.0
1560,1.0,1944,525000,3,1.75
2600,1.0,1983,509000,4,2.5
2140,1.0,1977,502000,4,2.25
1380,2.0,2007,475000,3,2.25
4350,2.0,1999,472000,4,3.25
1020,1.0,1927,465000,1,1.0
2450,1.0,1978,450000,4,2.5
1260,3.0,2007,445000,3,2.5
1600,2.0,2002,440500,3,2.5
1100,3.0,2008,420000,2,1.5
2830,2.5,1918,405600,5,1.5
1430,1.0,1960,405000,3,2.5
1340,1.0,1953,397000,3,1.75
2080,2.0,1948,385000,4,1.75
990,2.5,2009,384000,3,2.25
1550,1.0,1988,372500,3,1.75
2030,1.0,1979,360000,3,2.75
840,1.0,1928,360000,2,1.0
1210,1.0,1959,355000,3,1.0
1820,2.0,2001,330000,4,2.5
1380,1.0,1918,320000,2,1.0
780,1.0,1935,315000,2,1.0
1720,1.0,1974,286900,3,2.25
1510,1.0,1965,279950,3,1.75
1960,2.0,2002,269950,4,2.5
1800,1.0,1961,257000,3,1.75
1500,1.0,1964,255950,4,1.0
1640,2.0,1918,250000,3,2.25
1370,1.5,1955,239000,4,2.0
1330,1.0,1971,239000,3,1.5
1270,1.0,1960,237000,3,1.75
680,1.0,1903,230000,3,1.0
1420,1.0,1931,230000,3,1.75
1230,1.5,1954,195500,4,1.0
1180,1.0,1977,193000,3,1.5
1010,1.0,1950,160000,3,1.75
990,1.0,1941,490000,2,1.0
1740,1.5,1949,450000,3,1.75
1610,1.0,1969,390000,3,2.5
1750,2.0,2013,312000,3,2.5
1580,1.0,1944,159075,4,1.5
3290,2.0,2012,810000,5,3.25
2420,1.0,1957,755000,3,2.5
2557,2.0,1948,594950,4,3.25
860,1.0,1909,390000,2,1.0
4250,2.0,1980,2200000,4,3.25
2500,2.0,1942,1700000,5,2.0
2420,1.0,1948,1100000,3,2.25
2630,2.0,1909,1050000,4,2.25
4240,2.0,2014,1050000,5,3.25
4270,2.0,2008,997950,4,3.5
4230,2.0,1999,935000,5,4.5
4420,2.0,1962,925000,4,3.75
3030,1.5,1973,901000,4,2.75
3040,2.0,2003,840000,4,2.75
2710,1.0,1959,830000,5,2.25
1760,1.5,1906,720000,4,2.0
1670,2.0,1925,715000,3,1.5
1550,1.5,1930,685000,4,1.0
2040,1.0,1949,667500,3,2.0
1710,1.5,1928,650000,3,1.0
1930,1.5,1941,630000,4,1.75
1720,1.0,1959,622200,3,1.75
1900,1.0,1967,620000,4,2.5
1660,1.0,1965,610000,4,2.25
1550,1.5,1927,605000,2,1.0
2090,2.0,1987,600000,4,2.25
2710,2.0,2006,600000,3,3.5
3040,2.0,2004,598555,3,2.5
1980,1.5,1929,555000,3,2.0
2678,2.0,1998,546200,3,2.5
3000,2.0,2013,540000,4,2.5
1920,1.5,1920,535000,4,1.0
1660,1.0,1941,530000,3,1.75
1365,3.0,2003,530000,3,2.5
1350,1.0,1950,525000,3,1.5
2090,1.0,1951,513000,4,2.0
1700,1.0,1915,511718,2,1.75
2540,2.0,2011,489950,3,2.5
4750,2.0,1947,487000,6,3.25
1210,1.5,1936,485000,4,1.0
1220,1.5,1927,483000,4,1.5
2030,1.0,1963,472000,5,2.0
730,1.0,1918,465000,2,1.0
1660,2.0,1978,460000,3,1.75
2480,2.0,2002,450000,3,2.5
2660,2.0,1997,447000,4,2.5
1100,2.0,2006,440000,2,2.75
2530,2.0,1989,435000,3,2.5
2452,2.0,1936,430000,4,3.75
1510,1.5,1906,420000,4,1.0
2010,1.5,1986,415000,3,2.0
1330,1.0,1956,400000,3,1.5
2330,1.0,1968,390000,4,1.75
1340,1.0,1972,387000,3,1.5
760,1.0,1936,369900,1,0.75
840,1.0,1909,361500,2,1.0
1510,1.0,1947,360000,3,1.75
2620,1.0,1964,360000,4,2.25
1420,1.0,1923,355000,3,0.75
2180,1.0,1992,350000,3,2.5
2140,1.0,1979,339950,3,2.5
1990,2.0,1989,334500,3,2.5
1320,1.0,1977,333500,3,1.75
2050,2.0,1998,331500,4,2.5
1290,3.0,2008,331000,3,3.25
2500,1.0,1994,330000,3,2.0
2130,1.0,1991,325250,4,2.75
1940,2.0,2000,322500,4,2.5
2620,2.0,2003,321500,4,2.5
1460,1.0,1975,315000,3,1.75
1340,1.0,1981,315000,3,1.75
1170,1.0,1943,315000,3,1.75
1880,2.0,1981,315000,4,2.25
720,1.0,1941,314000,2,1.0
1646,2.0,1994,307500,3,2.25
1390,1.0,1949,306500,2,1.0
1570,1.0,1953,299990,2,1.0
1190,1.0,1959,299000,3,1.5
2350,2.0,1998,299000,4,2.5
1010,1.0,1924,289000,2,1.0
1160,2.0,1982,289000,2,1.5
2250,2.0,1985,287500,4,2.25
2440,1.0,1962,280500,3,1.75
1340,2.0,1989,279950,3,2.25
2710,1.0,1965,278000,3,1.75
1590,1.0,1997,275000,3,3.0
1230,1.5,1913,275000,3,1.25
3030,2.0,1987,274975,3,2.5
1840,2.0,1988,268000,4,3.0
2110,2.0,1977,260000,4,2.5
1990,1.0,1949,246000,3,2.0
1620,1.0,1962,218000,4,1.0
1690,1.0,1976,212000,3,1.5
2140,1.0,1978,210000,3,2.25
910,1.0,1971,182500,3,1.0
1910,1.5,1963,175000,3,1.75
1310,1.0,1956,170000,3,1.0
970,1.0,1966,155000,3,1.5
1220,1.0,1914,135000,2,1.0
1260,1.0,1954,120000,3,1.0
3620,2.0,2007,1580000,3,2.0
3530,2.0,2008,1500000,3,3.5
4020,2.0,2010,1420000,5,3.25
3520,2.0,1981,1400000,4,3.0
2780,3.0,1974,1250000,3,2.75
3120,2.0,1974,1230000,4,2.5
2780,2.0,2004,1090000,4,2.5
2940,1.5,1910,1010000,4,2.75
2370,2.0,1980,943500,3,2.25
2800,1.0,1965,940000,4,2.25
3150,1.0,1975,935000,5,2.5
3030,1.5,1929,879000,3,3.0
2790,2.0,1999,865000,4,4.0
3300,2.0,2014,849990,4,2.75
2880,1.0,1989,845000,4,2.5
2100,1.5,1929,840000,4,2.25
2920,2.0,1960,830000,5,3.0
3760,2.0,2002,825000,3,2.5
2310,1.5,1926,817000,3,1.5
1400,2.0,1986,815000,4,2.0
2190,1.0,1952,769950,3,2.0
3190,2.0,1982,765000,3,2.25
4040,2.0,2004,760000,3,2.5
1960,1.5,1900,759000,3,2.75
3010,2.0,2001,750000,3,2.75
2440,2.0,1987,749500,4,2.5
2960,2.0,1978,740000,3,2.5
2880,2.0,1996,710000,4,2.5
2390,1.0,1957,695000,4,1.75
1570,2.0,1922,685000,3,1.0
2550,2.0,1989,669888,4,2.75
3640,2.0,2010,630000,4,3.0
3200,2.0,1977,618000,3,2.75
2480,2.0,2004,599000,4,2.5
2670,1.5,1948,575000,7,1.5
1690,1.5,1945,550000,4,2.75
2090,2.0,1988,550000,3,2.25
2550,2.0,1990,547500,3,2.5
3550,2.0,1977,545000,3,2.5
1330,2.0,1909,532500,3,1.75
1860,2.0,1986,526500,3,2.5
2160,2.0,1999,520000,3,2.5
1840,1.0,1928,520000,2,1.5
1510,2.0,2007,515000,3,2.5
1690,3.0,2005,492000,3,2.5
1670,2.0,1912,490000,2,1.75
1000,1.0,1916,484950,2,1.0
1400,1.0,1927,483000,2,1.75
3230,2.0,2001,480000,4,2.5
1630,2.0,2004,476000,3,2.25
1280,1.0,1954,473000,3,1.0
